cm,abs
3090.50133,0.30869
3089.78709,0.30861
3089.07285,0.30848
3088.35862,0.30841
3087.64438,0.30842
3086.93014,0.30846
3086.21591,0.30851
3085.50167,0.30858
3084.78743,0.30867
3084.0732,0.30869
3083.35896,0.30861
3082.64472,0.3085
3081.93049,0.30844
3081.21625,0.30842
3080.50202,0.30836
3079.78778,0.30828
3079.07354,0.30824
3078.35931,0.30821
3077.64507,0.30804
3076.93083,0.30774
3076.2166,0.30742
3075.50236,0.30718
3074.78812,0.30701
3074.07389,0.30685
3073.35965,0.30668
3072.64541,0.30648
3071.93118,0.30628
3071.21694,0.30607
3070.5027,0.30585
3069.78847,0.30565
3069.07423,0.30555
3068.35999,0.30558
3067.64576,0.30569
3066.93152,0.30578
3066.21729,0.30576
3065.50305,0.3056
3064.78881,0.30538
3064.07458,0.30514
3063.36034,0.30489
3062.6461,0.30464
3061.93187,0.30442
3061.21763,0.3043
3060.50339,0.30427
3059.78916,0.30425
3059.07492,0.30419
3058.36068,0.30407
3057.64645,0.30393
3056.93221,0.30381
3056.21797,0.30372
3055.50374,0.30363
3054.7895,0.30348
3054.07526,0.30325
3053.36103,0.30304
3052.64679,0.30296
3051.93256,0.30306
3051.21832,0.3032
3050.50408,0.30328
3049.78985,0.30327
3049.07561,0.30317
3048.36137,0.30302
3047.64714,0.30289
3046.9329,0.30284
3046.21866,0.30285
3045.50443,0.30283
3044.79019,0.30277
3044.07595,0.30275
3043.36172,0.30285
3042.64748,0.30295
3041.93324,0.30292
3041.21901,0.30275
3040.50477,0.30252
3039.79053,0.30234
3039.0763,0.30224
3038.36206,0.30218
3037.64783,0.30217
3036.93359,0.30222
3036.21935,0.3023
3035.50512,0.30234
3034.79088,0.30231
3034.07664,0.30223
3033.36241,0.30215
3032.64817,0.30211
3031.93393,0.30212
3031.2197,0.30218
3030.50546,0.30227
3029.79122,0.30235
3029.07699,0.30239
3028.36275,0.3024
3027.64851,0.30238
3026.93428,0.30238
3026.22004,0.30247
3025.50581,0.30264
3024.79157,0.30281
3024.07733,0.30288
3023.3631,0.30285
3022.64886,0.30284
3021.93462,0.30297
3021.22039,0.30327
3020.50615,0.30362
3019.79191,0.30392
3019.07768,0.30415
3018.36344,0.30438
3017.6492,0.30467
3016.93497,0.30502
3016.22073,0.30543
3015.50649,0.30591
3014.79226,0.30645
3014.07802,0.30696
3013.36378,0.30737
3012.64955,0.30775
3011.93531,0.30824
3011.22108,0.30885
3010.50684,0.30944
3009.7926,0.30994
3009.07837,0.31038
3008.36413,0.31091
3007.64989,0.31157
3006.93566,0.31234
3006.22142,0.31316
3005.50718,0.31398
3004.79295,0.31483
3004.07871,0.31573
3003.36447,0.31664
3002.65024,0.3175
3001.936,0.31837
3001.22176,0.3193
3000.50753,0.32035
2999.79329,0.3215
2999.07905,0.32269
2998.36482,0.32387
2997.65058,0.32495
2996.93635,0.32593
2996.22211,0.32689
2995.50787,0.3279
2994.79364,0.32899
2994.0794,0.33009
2993.36516,0.33117
2992.65093,0.33216
2991.93669,0.33303
2991.22245,0.33383
2990.50822,0.33461
2989.79398,0.33538
2989.07974,0.33611
2988.36551,0.3368
2987.65127,0.33743
2986.93703,0.33799
2986.2228,0.33847
2985.50856,0.33889
2984.79432,0.33921
2984.08009,0.33938
2983.36585,0.3394
2982.65162,0.33932
2981.93738,0.33918
2981.22314,0.33896
2980.50891,0.33861
2979.79467,0.33809
2979.08043,0.33742
2978.3662,0.33663
2977.65196,0.33576
2976.93772,0.33481
2976.22349,0.33376
2975.50925,0.33264
2974.79501,0.33145
2974.08078,0.3302
2973.36654,0.32896
2972.6523,0.32773
2971.93807,0.32649
2971.22383,0.32518
2970.50959,0.32379
2969.79536,0.3224
2969.08112,0.32107
2968.36689,0.31982
2967.65265,0.31867
2966.93841,0.31762
2966.22418,0.31665
2965.50994,0.31573
2964.7957,0.31485
2964.08147,0.31403
2963.36723,0.31333
2962.65299,0.3128
2961.93876,0.31238
2961.22452,0.31199
2960.51028,0.31162
2959.79605,0.31131
2959.08181,0.31113
2958.36757,0.31109
2957.65334,0.31115
2956.9391,0.31127
2956.22486,0.31146
2955.51063,0.31176
2954.79639,0.31219
2954.08216,0.31271
2953.36792,0.31328
2952.65368,0.31387
2951.93945,0.31447
2951.22521,0.31513
2950.51097,0.31587
2949.79674,0.31667
2949.0825,0.31751
2948.36826,0.31843
2947.65403,0.31944
2946.93979,0.32045
2946.22555,0.32135
2945.51132,0.32215
2944.79708,0.32286
2944.08284,0.32342
2943.36861,0.32379
2942.65437,0.32399
2941.94013,0.32406
2941.2259,0.32403
2940.51166,0.3239
2939.79743,0.3237
2939.08319,0.32337
2938.36895,0.32286
2937.65472,0.32216
2936.94048,0.32138
2936.22624,0.32059
2935.51201,0.31984
2934.79777,0.31907
2934.08353,0.31831
2933.3693,0.31757
2932.65506,0.31686
2931.94082,0.31617
2931.22659,0.31557
2930.51235,0.31509
2929.79811,0.31468
2929.08388,0.31422
2928.36964,0.31362
2927.6554,0.31292
2926.94117,0.31218
2926.22693,0.31144
2925.5127,0.31074
2924.79846,0.31009
2924.08422,0.30949
2923.36999,0.30891
2922.65575,0.3083
2921.94151,0.30764
2921.22728,0.30694
2920.51304,0.30622
2919.7988,0.30549
2919.08457,0.30475
2918.37033,0.30404
2917.65609,0.3034
2916.94186,0.30284
2916.22762,0.30233
2915.51338,0.30187
2914.79915,0.30148
2914.08491,0.30105
2913.37067,0.30043
2912.65644,0.29957
2911.9422,0.29862
2911.22797,0.29774
2910.51373,0.29697
2909.79949,0.29621
2909.08526,0.29547
2908.37102,0.29477
2907.65678,0.29412
2906.94255,0.2935
2906.22831,0.2929
2905.51407,0.29229
2904.79984,0.2917
2904.0856,0.29113
2903.37136,0.2906
2902.65713,0.2901
2901.94289,0.28959
2901.22865,0.28909
2900.51442,0.28864
2899.80018,0.28822
2899.08594,0.28779
2898.37171,0.28733
2897.65747,0.28692
2896.94324,0.2866
2896.229,0.28632
2895.51476,0.28597
2894.80053,0.28552
2894.08629,0.28509
2893.37205,0.28476
2892.65782,0.28453
2891.94358,0.28432
2891.22934,0.28406
2890.51511,0.2838
2889.80087,0.28359
2889.08663,0.28346
2888.3724,0.28335
2887.65816,0.28318
2886.94392,0.28295
2886.22969,0.2827
2885.51545,0.28243
2884.80121,0.28214
2884.08698,0.28182
2883.37274,0.28149
2882.65851,0.28112
2881.94427,0.28061
2881.23003,0.27993
2880.5158,0.27917
2879.80156,0.27843
2879.08732,0.27772
2878.37309,0.27698
2877.65885,0.27615
2876.94461,0.27525
2876.23038,0.27437
2875.51614,0.27361
2874.8019,0.27297
2874.08767,0.27238
2873.37343,0.27166
2872.65919,0.2707
2871.94496,0.2696
2871.23072,0.26855
2870.51648,0.26764
2869.80225,0.26682
2869.08801,0.26602
2868.37378,0.26523
2867.65954,0.26444
2866.9453,0.26366
2866.23107,0.26291
2865.51683,0.26222
2864.80259,0.26158
2864.08836,0.26092
2863.37412,0.26022
2862.65988,0.25949
2861.94565,0.25878
2861.23141,0.25812
2860.51717,0.2575
2859.80294,0.25691
2859.0887,0.25633
2858.37446,0.25573
2857.66023,0.25511
2856.94599,0.25452
2856.23176,0.25394
2855.51752,0.25335
2854.80328,0.25276
2854.08905,0.25222
2853.37481,0.25172
2852.66057,0.25121
2851.94634,0.2507
2851.2321,0.25025
2850.51786,0.24991
2849.80363,0.2496
2849.08939,0.24928
2848.37515,0.24894
2847.66092,0.24856
2846.94668,0.24813
2846.23244,0.24767
2845.51821,0.24722
2844.80397,0.2468
2844.08973,0.2464
2843.3755,0.24605
2842.66126,0.24575
2841.94703,0.24546
2841.23279,0.24511
2840.51855,0.24477
2839.80432,0.24454
2839.09008,0.24438
2838.37584,0.24413
2837.66161,0.24371
2836.94737,0.2432
2836.23313,0.24275
2835.5189,0.24238
2834.80466,0.24201
2834.09042,0.24159
2833.37619,0.24115
2832.66195,0.24074
2831.94771,0.24036
2831.23348,0.23995
2830.51924,0.23952
2829.805,0.2391
2829.09077,0.23869
2828.37653,0.2383
2827.6623,0.23791
2826.94806,0.23755
2826.23382,0.23725
2825.51959,0.23695
2824.80535,0.23663
2824.09111,0.2363
2823.37688,0.23598
2822.66264,0.23561
2821.9484,0.23518
2821.23417,0.2347
2820.51993,0.23426
2819.80569,0.23384
2819.09146,0.23344
2818.37722,0.23305
2817.66298,0.2327
2816.94875,0.23239
2816.23451,0.23205
2815.52027,0.23166
2814.80604,0.23125
2814.0918,0.23085
2813.37757,0.23046
2812.66333,0.23007
2811.94909,0.22967
2811.23486,0.22932
2810.52062,0.229
2809.80638,0.22864
2809.09215,0.22822
2808.37791,0.22778
2807.66367,0.22739
2806.94944,0.22704
2806.2352,0.22667
2805.52096,0.22627
2804.80673,0.22589
2804.09249,0.22552
2803.37825,0.22515
2802.66402,0.22475
2801.94978,0.22434
2801.23554,0.22396
2800.52131,0.22363
2799.80707,0.22337
2799.09284,0.22315
2798.3786,0.22286
2797.66436,0.22249
2796.95013,0.22208
2796.23589,0.22168
2795.52165,0.22128
2794.80742,0.22087
2794.09318,0.22046
2793.37894,0.22009
2792.66471,0.21979
2791.95047,0.21953
2791.23623,0.21927
2790.522,0.21903
2789.80776,0.21883
2789.09352,0.2186
2788.37929,0.21826
2787.66505,0.21782
2786.95081,0.21735
2786.23658,0.21692
2785.52234,0.21651
2784.80811,0.21613
2784.09387,0.21579
2783.37963,0.21549
2782.6654,0.21522
2781.95116,0.21494
2781.23692,0.21466
2780.52269,0.21436
2779.80845,0.21405
2779.09421,0.21373
2778.37998,0.2134
2777.66574,0.2131
2776.9515,0.21284
2776.23727,0.21263
2775.52303,0.21243
2774.80879,0.21216
2774.09456,0.21185
2773.38032,0.21154
2772.66608,0.21126
2771.95185,0.21096
2771.23761,0.21061
2770.52338,0.21024
2769.80914,0.20991
2769.0949,0.20962
2768.38067,0.20934
2767.66643,0.20906
2766.95219,0.2088
2766.23796,0.20856
2765.52372,0.20831
2764.80948,0.20801
2764.09525,0.20768
2763.38101,0.20737
2762.66677,0.20707
2761.95254,0.2068
2761.2383,0.20656
2760.52406,0.20635
2759.80983,0.20615
2759.09559,0.20595
2758.38135,0.20576
2757.66712,0.20559
2756.95288,0.20538
2756.23865,0.2051
2755.52441,0.20479
2754.81017,0.20449
2754.09594,0.20425
2753.3817,0.20408
2752.66746,0.20395
2751.95323,0.20376
2751.23899,0.2035
2750.52475,0.20324
2749.81052,0.20305
2749.09628,0.20292
2748.38204,0.20279
2747.66781,0.2026
2746.95357,0.20234
2746.23933,0.20204
2745.5251,0.20176
2744.81086,0.20153
2744.09662,0.20135
2743.38239,0.20117
2742.66815,0.20096
2741.95392,0.20068
2741.23968,0.20035
2740.52544,0.20002
2739.81121,0.19972
2739.09697,0.19945
2738.38273,0.19923
2737.6685,0.19907
2736.95426,0.19894
2736.24002,0.19878
2735.52579,0.19855
2734.81155,0.19825
2734.09731,0.19791
2733.38308,0.19762
2732.66884,0.19741
2731.9546,0.19725
2731.24037,0.19706
2730.52613,0.19683
2729.81189,0.19657
2729.09766,0.19633
2728.38342,0.19613
2727.66919,0.19598
2726.95495,0.19585
2726.24071,0.1957
2725.52648,0.19551
2724.81224,0.19533
2724.098,0.19518
2723.38377,0.19507
2722.66953,0.19495
2721.95529,0.19479
2721.24106,0.19459
2720.52682,0.19437
2719.81258,0.19415
2719.09835,0.19395
2718.38411,0.19378
2717.66987,0.19365
2716.95564,0.19358
2716.2414,0.19353
2715.52716,0.19345
2714.81293,0.19333
2714.09869,0.19319
2713.38446,0.19309
2712.67022,0.19302
2711.95598,0.19295
2711.24175,0.19289
2710.52751,0.19284
2709.81327,0.19281
2709.09904,0.19278
2708.3848,0.19274
2707.67056,0.1927
2706.95633,0.19272
2706.24209,0.19277
2705.52785,0.19283
2704.81362,0.19288
2704.09938,0.19293
2703.38514,0.19293
2702.67091,0.1929
2701.95667,0.19285
2701.24243,0.19281
2700.5282,0.1928
2699.81396,0.19286
2699.09973,0.19299
2698.38549,0.19313
2697.67125,0.19321
2696.95702,0.19325
2696.24278,0.19329
2695.52854,0.19333
2694.81431,0.19332
2694.10007,0.19333
2693.38583,0.19339
2692.6716,0.19349
2691.95736,0.1936
2691.24312,0.19371
2690.52889,0.19382
2689.81465,0.19392
2689.10041,0.19395
2688.38618,0.19395
2687.67194,0.19399
2686.95771,0.19412
2686.24347,0.1943
2685.52923,0.19448
2684.815,0.19463
2684.10076,0.19478
2683.38652,0.19497
2682.67229,0.1952
2681.95805,0.19538
2681.24381,0.19549
2680.52958,0.19558
2679.81534,0.19569
2679.1011,0.19579
2678.38687,0.19586
2677.67263,0.19592
2676.95839,0.19604
2676.24416,0.1962
2675.52992,0.19635
2674.81568,0.19649
2674.10145,0.19662
2673.38721,0.19677
2672.67298,0.19691
2671.95874,0.19704
2671.2445,0.19717
2670.53027,0.19731
2669.81603,0.19746
2669.10179,0.19763
2668.38756,0.19781
2667.67332,0.19796
2666.95908,0.19812
2666.24485,0.19832
2665.53061,0.19854
2664.81637,0.19874
2664.10214,0.19892
2663.3879,0.19909
2662.67366,0.19925
2661.95943,0.19939
2661.24519,0.1995
2660.53095,0.1996
2659.81672,0.1997
2659.10248,0.19978
2658.38825,0.19983
2657.67401,0.19987
2656.95977,0.1999
2656.24554,0.19994
2655.5313,0.19997
2654.81706,0.2
2654.10283,0.20007
2653.38859,0.20017
2652.67435,0.20026
2651.96012,0.2003
2651.24588,0.2003
2650.53164,0.20027
2649.81741,0.20027
2649.10317,0.20027
2648.38893,0.20027
2647.6747,0.20027
2646.96046,0.20027
2646.24622,0.20025
2645.53199,0.20021
2644.81775,0.2002
2644.10352,0.20021
2643.38928,0.20023
2642.67504,0.20021
2641.96081,0.20018
2641.24657,0.20017
2640.53233,0.20016
2639.8181,0.20013
2639.10386,0.20011
2638.38962,0.2001
2637.67539,0.20005
2636.96115,0.19992
2636.24691,0.19978
2635.53268,0.19968
2634.81844,0.19963
2634.1042,0.19959
2633.38997,0.19955
2632.67573,0.19948
2631.96149,0.19939
2631.24726,0.1993
2630.53302,0.19923
2629.81879,0.19918
2629.10455,0.19914
2628.39031,0.19906
2627.67608,0.19895
2626.96184,0.19884
2626.2476,0.19878
2625.53337,0.19878
2624.81913,0.19878
2624.10489,0.19873
2623.39066,0.19864
2622.67642,0.1985
2621.96218,0.19831
2621.24795,0.19811
2620.53371,0.19797
2619.81947,0.19789
2619.10524,0.19786
2618.391,0.19785
2617.67676,0.19785
2616.96253,0.19782
2616.24829,0.19776
2615.53406,0.19765
2614.81982,0.1975
2614.10558,0.19737
2613.39135,0.19732
2612.67711,0.19729
2611.96287,0.19718
2611.24864,0.19695
2610.5344,0.1967
2609.82016,0.19655
2609.10593,0.19648
2608.39169,0.19642
2607.67745,0.19626
2606.96322,0.19603
2606.24898,0.19581
2605.53474,0.19564
2604.82051,0.19553
2604.10627,0.19545
2603.39203,0.19534
2602.6778,0.19516
2601.96356,0.19497
2601.24933,0.19487
2600.53509,0.1949
2599.82085,0.19495
2599.10662,0.19487
2598.39238,0.19458
2597.67814,0.19418
2596.96391,0.19381
2596.24967,0.19358
2595.53543,0.19346
2594.8212,0.19338
2594.10696,0.19331
2593.39272,0.1932
2592.67849,0.19307
2591.96425,0.19294
2591.25001,0.19284
2590.53578,0.19279
2589.82154,0.19277
2589.1073,0.19275
2588.39307,0.1927
2587.67883,0.1926
2586.9646,0.19246
2586.25036,0.19226
2585.53612,0.19204
2584.82189,0.19182
2584.10765,0.19166
2583.39341,0.19155
2582.67918,0.19141
2581.96494,0.19122
2581.2507,0.19104
2580.53647,0.19091
2579.82223,0.19079
2579.10799,0.19063
2578.39376,0.19043
2577.67952,0.19027
2576.96528,0.19018
2576.25105,0.19013
2575.53681,0.19008
2574.82257,0.19003
2574.10834,0.18999
2573.3941,0.18995
2572.67987,0.18989
2571.96563,0.18979
2571.25139,0.18963
2570.53716,0.18944
2569.82292,0.18926
2569.10868,0.18914
2568.39445,0.18905
2567.68021,0.18892
2566.96597,0.1887
2566.25174,0.18849
2565.5375,0.1884
2564.82326,0.18838
2564.10903,0.18828
2563.39479,0.18809
2562.68055,0.1879
2561.96632,0.18774
2561.25208,0.18755
2560.53784,0.18732
2559.82361,0.18711
2559.10937,0.18697
2558.39514,0.18682
2557.6809,0.18661
2556.96666,0.18641
2556.25243,0.18628
2555.53819,0.1862
2554.82395,0.18613
2554.10972,0.18605
2553.39548,0.18596
2552.68124,0.18585
2551.96701,0.18572
2551.25277,0.1856
2550.53853,0.1855
2549.8243,0.18538
2549.11006,0.18525
2548.39582,0.18511
2547.68159,0.18496
2546.96735,0.18478
2546.25311,0.18458
2545.53888,0.18433
2544.82464,0.18405
2544.11041,0.18375
2543.39617,0.18345
2542.68193,0.18317
2541.9677,0.18294
2541.25346,0.18277
2540.53922,0.18265
2539.82499,0.18252
2539.11075,0.18241
2538.39651,0.18229
2537.68228,0.18215
2536.96804,0.18198
2536.2538,0.1818
2535.53957,0.1816
2534.82533,0.18128
2534.11109,0.18086
2533.39686,0.18042
2532.68262,0.18009
2531.96838,0.17986
2531.25415,0.17972
2530.53991,0.17962
2529.82568,0.17954
2529.11144,0.17942
2528.3972,0.17922
2527.68297,0.17895
2526.96873,0.17867
2526.25449,0.17846
2525.54026,0.17831
2524.82602,0.17818
2524.11178,0.17802
2523.39755,0.17778
2522.68331,0.17743
2521.96907,0.17704
2521.25484,0.17667
2520.5406,0.17634
2519.82636,0.17602
2519.11213,0.1757
2518.39789,0.17542
2517.68366,0.17517
2516.96942,0.17489
2516.25518,0.17454
2515.54095,0.17414
2514.82671,0.17375
2514.11247,0.17344
2513.39824,0.1732
2512.684,0.17297
2511.96976,0.17265
2511.25553,0.17223
2510.54129,0.17178
2509.82705,0.17137
2509.11282,0.17102
2508.39858,0.1707
2507.68434,0.17039
2506.97011,0.17007
2506.25587,0.16977
2505.54163,0.16948
2504.8274,0.16921
2504.11316,0.16892
2503.39893,0.16857
2502.68469,0.16817
2501.97045,0.16776
2501.25622,0.16739
2500.54198,0.16707
2499.82774,0.16683
2499.11351,0.16661
2498.39927,0.16633
2497.68503,0.16594
2496.9708,0.16552
2496.25656,0.16516
2495.54232,0.1649
2494.82809,0.16463
2494.11385,0.16425
2493.39961,0.16377
2492.68538,0.16329
2491.97114,0.16291
2491.2569,0.16263
2490.54267,0.1624
2489.82843,0.16215
2489.1142,0.16182
2488.39996,0.1614
2487.68572,0.16093
2486.97149,0.16046
2486.25725,0.16002
2485.54301,0.15966
2484.82878,0.15938
2484.11454,0.1591
2483.4003,0.15877
2482.68607,0.15837
2481.97183,0.15795
2481.25759,0.1576
2480.54336,0.15732
2479.82912,0.15706
2479.11488,0.15674
2478.40065,0.15635
2477.68641,0.15594
2476.97217,0.15557
2476.25794,0.15521
2475.5437,0.15482
2474.82947,0.1544
2474.11523,0.15399
2473.40099,0.15361
2472.68676,0.15327
2471.97252,0.15294
2471.25828,0.1526
2470.54405,0.15222
2469.82981,0.15184
2469.11557,0.15153
2468.40134,0.15129
2467.6871,0.15105
2466.97286,0.15076
2466.25863,0.15044
2465.54439,0.1501
2464.83015,0.14974
2464.11592,0.14932
2463.40168,0.14886
2462.68744,0.14836
2461.97321,0.14786
2461.25897,0.14744
2460.54474,0.14713
2459.8305,0.14692
2459.11626,0.14674
2458.40203,0.14653
2457.68779,0.14624
2456.97355,0.14589
2456.25932,0.1455
2455.54508,0.14514
2454.83084,0.14481
2454.11661,0.14444
2453.40237,0.14397
2452.68813,0.14347
2451.9739,0.14305
2451.25966,0.14274
2450.54542,0.14243
2449.83119,0.14207
2449.11695,0.14171
2448.40271,0.1414
2447.68848,0.1411
2446.97424,0.14077
2446.26001,0.14039
2445.54577,0.14001
2444.83153,0.13968
2444.1173,0.1393
2443.40306,0.13882
2442.68882,0.1383
2441.97459,0.13786
2441.26035,0.13754
2440.54611,0.13724
2439.83188,0.13698
2439.11764,0.13678
2438.4034,0.13662
2437.68917,0.1364
2436.97493,0.13606
2436.26069,0.13568
2435.54646,0.13533
2434.83222,0.13499
2434.11798,0.13464
2433.40375,0.13429
2432.68951,0.13397
2431.97528,0.13371
2431.26104,0.13344
2430.5468,0.13315
2429.83257,0.13289
2429.11833,0.1327
2428.40409,0.13253
2427.68986,0.13235
2426.97562,0.13213
2426.26138,0.13189
2425.54715,0.13162
2424.83291,0.13132
2424.11867,0.13099
2423.40444,0.1307
2422.6902,0.13047
2421.97596,0.13027
2421.26173,0.13004
2420.54749,0.12978
2419.83325,0.12957
2419.11902,0.12942
2418.40478,0.12926
2417.69055,0.12906
2416.97631,0.12882
2416.26207,0.12854
2415.54784,0.12822
2414.8336,0.12792
2414.11936,0.12768
2413.40513,0.12749
2412.69089,0.12729
2411.97665,0.12706
2411.26242,0.12682
2410.54818,0.12659
2409.83394,0.12635
2409.11971,0.1261
2408.40547,0.12585
2407.69123,0.1256
2406.977,0.12534
2406.26276,0.1251
2405.54852,0.12487
2404.83429,0.12462
2404.12005,0.12432
2403.40582,0.12396
2402.69158,0.12359
2401.97734,0.12326
2401.26311,0.12301
2400.54887,0.12285
2399.83463,0.12271
2399.1204,0.12253
2398.40616,0.12232
2397.69192,0.12207
2396.97769,0.1218
2396.26345,0.12157
2395.54921,0.12143
2394.83498,0.12134
2394.12074,0.1212
2393.4065,0.121
2392.69227,0.12079
2391.97803,0.12061
2391.26379,0.12045
2390.54956,0.12025
2389.83532,0.11997
2389.12109,0.11962
2388.40685,0.11929
2387.69261,0.11905
2386.97838,0.11885
2386.26414,0.11864
2385.5499,0.11841
2384.83567,0.11821
2384.12143,0.11804
2383.40719,0.11785
2382.69296,0.11762
2381.97872,0.11736
2381.26448,0.1171
2380.55025,0.11682
2379.83601,0.11653
2379.12177,0.11624
2378.40754,0.11596
2377.6933,0.11565
2376.97906,0.11527
2376.26483,0.11486
2375.55059,0.11443
2374.83636,0.11402
2374.12212,0.11362
2373.40788,0.11322
2372.69365,0.1128
2371.97941,0.11235
2371.26517,0.11192
2370.55094,0.11155
2369.8367,0.11122
2369.12246,0.11089
2368.40823,0.11056
2367.69399,0.11023
2366.97975,0.1099
2366.26552,0.10955
2365.55128,0.10919
2364.83704,0.10887
2364.12281,0.10864
2363.40857,0.10854
2362.69433,0.10851
2361.9801,0.10849
2361.26586,0.10839
2360.55163,0.10824
2359.83739,0.10811
2359.12315,0.10806
2358.40892,0.10808
2357.69468,0.10818
2356.98044,0.1083
2356.26621,0.1084
2355.55197,0.10848
2354.83773,0.10854
2354.1235,0.10864
2353.40926,0.10882
2352.69502,0.10906
2351.98079,0.10928
2351.26655,0.10944
2350.55231,0.10956
2349.83808,0.1096
2349.12384,0.10954
2348.40961,0.10935
2347.69537,0.10905
2346.98113,0.10869
2346.2669,0.10831
2345.55266,0.10793
2344.83842,0.1076
2344.12419,0.10733
2343.40995,0.10714
2342.69571,0.10697
2341.98148,0.10681
2341.26724,0.10668
2340.553,0.10663
2339.83877,0.10665
2339.12453,0.10665
2338.41029,0.10651
2337.69606,0.10616
2336.98182,0.10565
2336.26758,0.10516
2335.55335,0.10479
2334.83911,0.10452
2334.12488,0.10427
2333.41064,0.10404
2332.6964,0.10384
2331.98217,0.10366
2331.26793,0.10352
2330.55369,0.10343
2329.83946,0.10339
2329.12522,0.10338
2328.41098,0.10339
2327.69675,0.10342
2326.98251,0.10353
2326.26827,0.10383
2325.55404,0.10433
2324.8398,0.10479
2324.12556,0.10487
2323.41133,0.10445
2322.69709,0.10375
2321.98285,0.10312
2321.26862,0.10269
2320.55438,0.10242
2319.84015,0.10217
2319.12591,0.1019
2318.41167,0.1016
2317.69744,0.1013
2316.9832,0.101
2316.26896,0.1007
2315.55473,0.10042
2314.84049,0.10019
2314.12625,0.10001
2313.41202,0.09983
2312.69778,0.09964
2311.98354,0.09947
2311.26931,0.09934
2310.55507,0.09922
2309.84083,0.09906
2309.1266,0.09886
2308.41236,0.09867
2307.69812,0.09852
2306.98389,0.0984
2306.26965,0.09828
2305.55542,0.09812
2304.84118,0.09792
2304.12694,0.09771
2303.41271,0.09751
2302.69847,0.09732
2301.98423,0.09712
2301.27,0.09691
2300.55576,0.09672
2299.84152,0.09657
2299.12729,0.09648
2298.41305,0.09646
2297.69881,0.09644
2296.98458,0.09631
2296.27034,0.09601
2295.5561,0.0956
2294.84187,0.09523
2294.12763,0.095
2293.41339,0.09488
2292.69916,0.09479
2291.98492,0.09472
2291.27069,0.09468
2290.55645,0.09464
2289.84221,0.09457
2289.12798,0.09442
2288.41374,0.09422
2287.6995,0.09401
2286.98527,0.09382
2286.27103,0.09365
2285.55679,0.09349
2284.84256,0.09327
2284.12832,0.09295
2283.41408,0.0925
2282.69985,0.09201
2281.98561,0.09161
2281.27137,0.09134
2280.55714,0.09114
2279.8429,0.09093
2279.12866,0.09073
2278.41443,0.09054
2277.70019,0.09035
2276.98596,0.09018
2276.27172,0.09005
2275.55748,0.08998
2274.84325,0.0899
2274.12901,0.08969
2273.41477,0.08934
2272.70054,0.08897
2271.9863,0.08874
2271.27206,0.08861
2270.55783,0.08845
2269.84359,0.0882
2269.12935,0.08795
2268.41512,0.08779
2267.70088,0.08765
2266.98664,0.08741
2266.27241,0.08708
2265.55817,0.0868
2264.84393,0.08664
2264.1297,0.08655
2263.41546,0.08642
2262.70123,0.08624
2261.98699,0.08607
2261.27275,0.08597
2260.55852,0.08595
2259.84428,0.08592
2259.13004,0.08579
2258.41581,0.08557
2257.70157,0.08539
2256.98733,0.08529
2256.2731,0.08519
2255.55886,0.085
2254.84462,0.08474
2254.13039,0.08445
2253.41615,0.08422
2252.70191,0.08409
2251.98768,0.08401
2251.27344,0.08388
2250.5592,0.08368
2249.84497,0.08351
2249.13073,0.08348
2248.4165,0.08356
2247.70226,0.08361
2246.98802,0.08357
2246.27379,0.08348
2245.55955,0.0834
2244.84531,0.08328
2244.13108,0.08306
2243.41684,0.08274
2242.7026,0.08245
2241.98837,0.08229
2241.27413,0.08224
2240.55989,0.08222
2239.84566,0.08215
2239.13142,0.08198
2238.41718,0.08174
2237.70295,0.08156
2236.98871,0.08141
2236.27447,0.08114
2235.56024,0.0808
2234.846,0.08064
2234.13177,0.0808
2233.41753,0.0811
2232.70329,0.08132
2231.98906,0.08129
2231.27482,0.08101
2230.56058,0.08055
2229.84635,0.0801
2229.13211,0.07979
2228.41787,0.07969
2227.70364,0.07972
2226.9894,0.07978
2226.27516,0.07977
2225.56093,0.07975
2224.84669,0.07977
2224.13245,0.07976
2223.41822,0.07958
2222.70398,0.07926
2221.98974,0.07895
2221.27551,0.07877
2220.56127,0.07868
2219.84704,0.07856
2219.1328,0.07839
2218.41856,0.07822
2217.70433,0.07815
2216.99009,0.07822
2216.27585,0.07833
2215.56162,0.07829
2214.84738,0.07807
2214.13314,0.07787
2213.41891,0.07784
2212.70467,0.07791
2211.99043,0.07795
2211.2762,0.0779
2210.56196,0.07782
2209.84772,0.07773
2209.13349,0.07756
2208.41925,0.07724
2207.70501,0.07685
2206.99078,0.07665
2206.27654,0.07677
2205.56231,0.07701
2204.84807,0.07711
2204.13383,0.07698
2203.4196,0.07672
2202.70536,0.07645
2201.99112,0.07624
2201.27689,0.07613
2200.56265,0.07614
2199.84841,0.07625
2199.13418,0.0764
2198.41994,0.07641
2197.7057,0.07617
2196.99147,0.07579
2196.27723,0.07543
2195.56299,0.0752
2194.84876,0.07513
2194.13452,0.07525
2193.42028,0.07546
2192.70605,0.07555
2191.99181,0.07546
2191.27758,0.07531
2190.56334,0.07515
2189.8491,0.07494
2189.13487,0.07481
2188.42063,0.0749
2187.70639,0.07516
2186.99216,0.07531
2186.27792,0.07524
2185.56368,0.07511
2184.84945,0.07507
2184.13521,0.07509
2183.42097,0.07503
2182.70674,0.07485
2181.9925,0.07451
