cm,abs
3934.01463,0.01703
3933.30039,0.01675
3932.58616,0.01644
3931.87192,0.01634
3931.15768,0.01649
3930.44345,0.01673
3929.72921,0.01691
3929.01497,0.01697
3928.30074,0.01696
3927.5865,0.01689
3926.87227,0.01676
3926.15803,0.01661
3925.44379,0.01651
3924.72956,0.01653
3924.01532,0.01666
3923.30108,0.01682
3922.58685,0.01691
3921.87261,0.01687
3921.15837,0.01665
3920.44414,0.01638
3919.7299,0.01618
3919.01566,0.01611
3918.30143,0.01611
3917.58719,0.01614
3916.87295,0.01629
3916.15872,0.01658
3915.44448,0.0169
3914.73024,0.0171
3914.01601,0.01712
3913.30177,0.01702
3912.58754,0.01693
3911.8733,0.01696
3911.15906,0.01705
3910.44483,0.01708
3909.73059,0.01696
3909.01635,0.01679
3908.30212,0.01667
3907.58788,0.01659
3906.87364,0.01643
3906.15941,0.01609
3905.44517,0.01562
3904.73093,0.01521
3904.0167,0.01505
3903.30246,0.01507
3902.58822,0.0151
3901.87399,0.01516
3901.15975,0.0153
3900.44551,0.01539
3899.73128,0.01536
3899.01704,0.01537
3898.30281,0.01561
3897.58857,0.016
3896.87433,0.01631
3896.1601,0.01641
3895.44586,0.01634
3894.73162,0.01624
3894.01739,0.01615
3893.30315,0.01596
3892.58891,0.01556
3891.87468,0.01512
3891.16044,0.01493
3890.4462,0.01513
3889.73197,0.01549
3889.01773,0.01571
3888.30349,0.01572
3887.58926,0.01546
3886.87502,0.01493
3886.16078,0.0144
3885.44655,0.01433
3884.73231,0.01476
3884.01808,0.01526
3883.30384,0.01552
3882.5896,0.01551
3881.87537,0.01531
3881.16113,0.01501
3880.44689,0.01485
3879.73266,0.01502
3879.01842,0.01542
3878.30418,0.01579
3877.58995,0.01603
3876.87571,0.01618
3876.16147,0.01617
3875.44724,0.01589
3874.733,0.01547
3874.01876,0.01521
3873.30453,0.01524
3872.59029,0.01531
3871.87606,0.01509
3871.16182,0.0145
3870.44758,0.01387
3869.73335,0.01366
3869.01911,0.01403
3868.30487,0.01466
3867.59064,0.01518
3866.8764,0.01538
3866.16216,0.01521
3865.44793,0.01483
3864.73369,0.01463
3864.01945,0.01477
3863.30522,0.01502
3862.59098,0.0151
3861.87674,0.0151
3861.16251,0.0152
3860.44827,0.0154
3859.73403,0.01554
3859.0198,0.01556
3858.30556,0.01549
3857.59133,0.0154
3856.87709,0.01526
3856.16285,0.0148
3855.44862,0.01376
3854.73438,0.01233
3854.02014,0.01132
3853.30591,0.01126
3852.59167,0.01182
3851.87743,0.01264
3851.1632,0.01358
3850.44896,0.01441
3849.73472,0.01488
3849.02049,0.01505
3848.30625,0.01506
3847.59201,0.01502
3846.87778,0.01493
3846.16354,0.01482
3845.4493,0.01463
3844.73507,0.01438
3844.02083,0.01422
3843.3066,0.0143
3842.59236,0.0145
3841.87812,0.01454
3841.16389,0.01435
3840.44965,0.01408
3839.73541,0.01376
3839.02118,0.01326
3838.30694,0.01275
3837.5927,0.01274
3836.87847,0.0133
3836.16423,0.01386
3835.44999,0.01407
3834.73576,0.01417
3834.02152,0.0144
3833.30728,0.01459
3832.59305,0.01448
3831.87881,0.01427
3831.16457,0.01432
3830.45034,0.01473
3829.7361,0.01515
3829.02187,0.01525
3828.30763,0.01503
3827.59339,0.01476
3826.87916,0.01465
3826.16492,0.01472
3825.45068,0.01482
3824.73645,0.01487
3824.02221,0.01479
3823.30797,0.01449
3822.59374,0.01393
3821.8795,0.01336
3821.16526,0.01316
3820.45103,0.01347
3819.73679,0.01403
3819.02255,0.0145
3818.30832,0.01462
3817.59408,0.01419
3816.87984,0.01337
3816.16561,0.01282
3815.45137,0.01311
3814.73714,0.01394
3814.0229,0.01459
3813.30866,0.01479
3812.59443,0.01474
3811.88019,0.01467
3811.16595,0.01466
3810.45172,0.01474
3809.73748,0.01484
3809.02324,0.01475
3808.30901,0.01429
3807.59477,0.01355
3806.88053,0.01308
3806.1663,0.01326
3805.45206,0.01381
3804.73782,0.01423
3804.02359,0.0143
3803.30935,0.01397
3802.59511,0.01325
3801.88088,0.01244
3801.16664,0.01219
3800.45241,0.01276
3799.73817,0.01365
3799.02393,0.01426
3798.3097,0.01443
3797.59546,0.01429
3796.88122,0.01402
3796.16699,0.01391
3795.45275,0.01412
3794.73851,0.01451
3794.02428,0.01485
3793.31004,0.01509
3792.5958,0.01524
3791.88157,0.01529
3791.16733,0.01523
3790.45309,0.01512
3789.73886,0.01503
3789.02462,0.01498
3788.31038,0.01492
3787.59615,0.01481
3786.88191,0.01466
3786.16768,0.01446
3785.45344,0.01423
3784.7392,0.01407
3784.02497,0.01405
3783.31073,0.01419
3782.59649,0.01438
3781.88226,0.01449
3781.16802,0.01442
3780.45378,0.0142
3779.73955,0.014
3779.02531,0.014
3778.31107,0.01419
3777.59684,0.01438
3776.8826,0.01447
3776.16836,0.01447
3775.45413,0.01444
3774.73989,0.01446
3774.02565,0.01453
3773.31142,0.01464
3772.59718,0.01472
3771.88295,0.01463
3771.16871,0.01427
3770.45447,0.01379
3769.74024,0.01351
3769.026,0.01357
3768.31176,0.01378
3767.59753,0.01387
3766.88329,0.01379
3766.16905,0.01369
3765.45482,0.01374
3764.74058,0.01399
3764.02634,0.0143
3763.31211,0.01447
3762.59787,0.01443
3761.88363,0.01423
3761.1694,0.01393
3760.45516,0.01363
3759.74092,0.0135
3759.02669,0.01364
3758.31245,0.01388
3757.59822,0.01396
3756.88398,0.01385
3756.16974,0.01374
3755.45551,0.01377
3754.74127,0.01381
3754.02703,0.01353
3753.3128,0.01278
3752.59856,0.012
3751.88432,0.01174
3751.17009,0.01191
3750.45585,0.01188
3749.74161,0.01165
3749.02738,0.01183
3748.31314,0.01264
3747.5989,0.01346
3746.88467,0.01363
3746.17043,0.01288
3745.45619,0.01148
3744.74196,0.01036
3744.02772,0.01056
3743.31349,0.01185
3742.59925,0.01307
3741.88501,0.01364
3741.17078,0.01374
3740.45654,0.01374
3739.7423,0.01373
3739.02807,0.01361
3738.31383,0.01331
3737.59959,0.01287
3736.88536,0.01245
3736.17112,0.01222
3735.45688,0.01224
3734.74265,0.01245
3734.02841,0.01266
3733.31417,0.0127
3732.59994,0.01261
3731.8857,0.01267
3731.17146,0.01303
3730.45723,0.01353
3729.74299,0.01388
3729.02876,0.01396
3728.31452,0.01381
3727.60028,0.01354
3726.88605,0.01335
3726.17181,0.01341
3725.45757,0.01367
3724.74334,0.01392
3724.0291,0.01395
3723.31486,0.01375
3722.60063,0.01347
3721.88639,0.01338
3721.17215,0.01354
3720.45792,0.01383
3719.74368,0.01406
3719.02944,0.01421
3718.31521,0.01442
3717.60097,0.01473
3716.88673,0.01502
3716.1725,0.01512
3715.45826,0.01507
3714.74403,0.01492
3714.02979,0.01456
3713.31555,0.01386
3712.60132,0.01306
3711.88708,0.01269
3711.17284,0.01291
3710.45861,0.01333
3709.74437,0.01365
3709.03013,0.01398
3708.3159,0.01442
3707.60166,0.01484
3706.88742,0.01508
3706.17319,0.01521
3705.45895,0.01535
3704.74471,0.01546
3704.03048,0.01546
3703.31624,0.01532
3702.60201,0.01515
3701.88777,0.01513
3701.17353,0.01535
3700.4593,0.01569
3699.74506,0.01599
3699.03082,0.01625
3698.31659,0.01648
3697.60235,0.01662
3696.88811,0.0166
3696.17388,0.01651
3695.45964,0.01652
3694.7454,0.01664
3694.03117,0.0167
3693.31693,0.0166
3692.60269,0.01638
3691.88846,0.01627
3691.17422,0.01638
3690.45998,0.01647
3689.74575,0.01619
3689.03151,0.01561
3688.31728,0.01528
3687.60304,0.01559
3686.8888,0.01627
3686.17457,0.01687
3685.46033,0.01726
3684.74609,0.01753
3684.03186,0.01773
3683.31762,0.01788
3682.60338,0.018
3681.88915,0.01805
3681.17491,0.01803
3680.46067,0.01799
3679.74644,0.018
3679.0322,0.01803
3678.31796,0.01798
3677.60373,0.0177
3676.88949,0.01717
3676.17525,0.01662
3675.46102,0.01657
3674.74678,0.01729
3674.03255,0.01841
3673.31831,0.01929
3672.60407,0.0195
3671.88984,0.01905
3671.1756,0.0184
3670.46136,0.01811
3669.74713,0.01839
3669.03289,0.01899
3668.31865,0.01968
3667.60442,0.02035
3666.89018,0.0209
3666.17594,0.02117
3665.46171,0.02123
3664.74747,0.02123
3664.03323,0.02134
3663.319,0.02158
3662.60476,0.02189
3661.89052,0.02215
3661.17629,0.02236
3660.46205,0.02252
3659.74782,0.02265
3659.03358,0.02276
3658.31934,0.02277
3657.60511,0.02257
3656.89087,0.02231
3656.17663,0.02234
3655.4624,0.02283
3654.74816,0.02358
3654.03392,0.0242
3653.31969,0.02446
3652.60545,0.02432
3651.89121,0.02394
3651.17698,0.02357
3650.46274,0.02343
3649.7485,0.02355
3649.03427,0.0239
3648.32003,0.02442
3647.60579,0.02504
3646.89156,0.02577
3646.17732,0.02655
3645.46309,0.02724
3644.74885,0.02774
3644.03461,0.02809
3643.32038,0.02841
3642.60614,0.02874
3641.8919,0.02909
3641.17767,0.02946
3640.46343,0.02986
3639.74919,0.03021
3639.03496,0.03048
3638.32072,0.0307
3637.60648,0.03095
3636.89225,0.03126
3636.17801,0.03153
3635.46377,0.03169
3634.74954,0.03185
3634.0353,0.03222
3633.32106,0.03286
3632.60683,0.03359
3631.89259,0.03409
3631.17836,0.03413
3630.46412,0.03381
3629.74988,0.03348
3629.03565,0.03356
3628.32141,0.03418
3627.60717,0.03513
3626.89294,0.03614
3626.1787,0.03705
3625.46446,0.0378
3624.75023,0.03836
3624.03599,0.03873
3623.32175,0.03905
3622.60752,0.03939
3621.89328,0.03971
3621.17904,0.03989
3620.46481,0.03999
3619.75057,0.04022
3619.03633,0.0407
3618.3221,0.04135
3617.60786,0.04209
3616.89363,0.04293
3616.17939,0.04377
3615.46515,0.04444
3614.75092,0.04489
3614.03668,0.04517
3613.32244,0.04548
3612.60821,0.04604
3611.89397,0.04689
3611.17973,0.04774
3610.4655,0.04822
3609.75126,0.04833
3609.03702,0.04847
3608.32279,0.04903
3607.60855,0.04995
3606.89431,0.05101
3606.18008,0.05203
3605.46584,0.05293
3604.7516,0.05367
3604.03737,0.05429
3603.32313,0.05493
3602.6089,0.05572
3601.89466,0.0566
3601.18042,0.05745
3600.46619,0.05827
3599.75195,0.05907
3599.03771,0.05985
3598.32348,0.0606
3597.60924,0.06133
3596.895,0.06202
3596.18077,0.06268
3595.46653,0.06335
3594.75229,0.06412
3594.03806,0.06495
3593.32382,0.06583
3592.60958,0.06676
3591.89535,0.06775
3591.18111,0.06873
3590.46687,0.06957
3589.75264,0.07027
3589.0384,0.07093
3588.32417,0.0717
3587.60993,0.07264
3586.89569,0.07374
3586.18146,0.07497
3585.46722,0.0762
3584.75298,0.07727
3584.03875,0.07816
3583.32451,0.07899
3582.61027,0.07991
3581.89604,0.0809
3581.1818,0.08192
3580.46756,0.0829
3579.75333,0.08384
3579.03909,0.08479
3578.32485,0.08577
3577.61062,0.08678
3576.89638,0.08779
3576.18214,0.08877
3575.46791,0.08969
3574.75367,0.09059
3574.03944,0.09153
3573.3252,0.0925
3572.61096,0.09349
3571.89673,0.09448
3571.18249,0.09548
3570.46825,0.09646
3569.75402,0.09735
3569.03978,0.09814
3568.32554,0.09892
3567.61131,0.09981
3566.89707,0.10089
3566.18283,0.10214
3565.4686,0.10347
3564.75436,0.10476
3564.04012,0.10594
3563.32589,0.10705
3562.61165,0.1082
3561.89741,0.10943
3561.18318,0.1107
3560.46894,0.11189
3559.75471,0.11294
3559.04047,0.11394
3558.32623,0.11501
3557.612,0.1162
3556.89776,0.11745
3556.18352,0.11865
3555.46929,0.11974
3554.75505,0.12074
3554.04081,0.12174
3553.32658,0.12284
3552.61234,0.12402
3551.8981,0.12522
3551.18387,0.12643
3550.46963,0.12763
3549.75539,0.12884
3549.04116,0.13004
3548.32692,0.13122
3547.61268,0.13243
3546.89845,0.1337
3546.18421,0.13496
3545.46998,0.13618
3544.75574,0.13746
3544.0415,0.1388
3543.32727,0.14013
3542.61303,0.14137
3541.89879,0.14262
3541.18456,0.14399
3540.47032,0.1455
3539.75608,0.14707
3539.04185,0.14857
3538.32761,0.14992
3537.61337,0.15115
3536.89914,0.1524
3536.1849,0.15377
3535.47066,0.15524
3534.75643,0.15668
3534.04219,0.15802
3533.32796,0.15925
3532.61372,0.16046
3531.89948,0.16175
3531.18525,0.16313
3530.47101,0.16455
3529.75677,0.16601
3529.04254,0.16757
3528.3283,0.16917
3527.61406,0.17066
3526.89983,0.172
3526.18559,0.17333
3525.47135,0.17479
3524.75712,0.1764
3524.04288,0.17802
3523.32864,0.1796
3522.61441,0.18115
3521.90017,0.18269
3521.18593,0.18428
3520.4717,0.18597
3519.75746,0.18769
3519.04323,0.18931
3518.32899,0.19079
3517.61475,0.19226
3516.90052,0.19383
3516.18628,0.19548
3515.47204,0.19712
3514.75781,0.19874
3514.04357,0.20036
3513.32933,0.202
3512.6151,0.2037
3511.90086,0.20545
3511.18662,0.20712
3510.47239,0.20868
3509.75815,0.21023
3509.04391,0.2119
3508.32968,0.21367
3507.61544,0.21545
3506.9012,0.2172
3506.18697,0.21897
3505.47273,0.2207
3504.7585,0.22234
3504.04426,0.22387
3503.33002,0.22542
3502.61579,0.22708
3501.90155,0.22886
3501.18731,0.23072
3500.47308,0.23263
3499.75884,0.23457
3499.0446,0.2365
3498.33037,0.23839
3497.61613,0.24022
3496.90189,0.24199
3496.18766,0.24373
3495.47342,0.2455
3494.75918,0.24729
3494.04495,0.24904
3493.33071,0.25075
3492.61647,0.25252
3491.90224,0.25444
3491.188,0.25645
3490.47377,0.25845
3489.75953,0.26037
3489.04529,0.26221
3488.33106,0.26399
3487.61682,0.26579
3486.90258,0.26767
3486.18835,0.2696
3485.47411,0.27151
3484.75987,0.2734
3484.04564,0.27528
3483.3314,0.27721
3482.61716,0.27916
3481.90293,0.28109
3481.18869,0.28291
3480.47445,0.28465
3479.76022,0.28644
3479.04598,0.28841
3478.33174,0.29053
3477.61751,0.29266
3476.90327,0.29467
3476.18904,0.29653
3475.4748,0.29833
3474.76056,0.30016
3474.04633,0.30205
3473.33209,0.30393
3472.61785,0.30577
3471.90362,0.30764
3471.18938,0.30957
3470.47514,0.31151
3469.76091,0.31337
3469.04667,0.3152
3468.33243,0.31709
3467.6182,0.3191
3466.90396,0.32125
3466.18972,0.32346
3465.47549,0.32556
3464.76125,0.32741
3464.04701,0.32908
3463.33278,0.33077
3462.61854,0.33262
3461.90431,0.33463
3461.19007,0.33672
3460.47583,0.33884
3459.7616,0.34098
3459.04736,0.34311
3458.33312,0.34519
3457.61889,0.34717
3456.90465,0.34902
3456.19041,0.35076
3455.47618,0.35251
3454.76194,0.35446
3454.0477,0.3566
3453.33347,0.35878
3452.61923,0.36084
3451.90499,0.36277
3451.19076,0.36465
3450.47652,0.36657
3449.76228,0.36859
3449.04805,0.37068
3448.33381,0.37277
3447.61958,0.37478
3446.90534,0.37664
3446.1911,0.37842
3445.47687,0.38027
3444.76263,0.38222
3444.04839,0.38417
3443.33416,0.38605
3442.61992,0.38792
3441.90568,0.38986
3441.19145,0.39182
3440.47721,0.39375
3439.76297,0.39565
3439.04874,0.39757
3438.3345,0.39951
3437.62026,0.40148
3436.90603,0.40345
3436.19179,0.40535
3435.47755,0.40712
3434.76332,0.40889
3434.04908,0.41081
3433.33485,0.41292
3432.62061,0.41505
3431.90637,0.41707
3431.19214,0.41896
3430.4779,0.42081
3429.76366,0.4227
3429.04943,0.42464
3428.33519,0.4266
3427.62095,0.42855
3426.90672,0.43046
3426.19248,0.43235
3425.47824,0.4342
3424.76401,0.43603
3424.04977,0.43783
3423.33553,0.43962
3422.6213,0.44145
3421.90706,0.44326
3421.19282,0.44499
3420.47859,0.44668
3419.76435,0.44843
3419.05012,0.45029
3418.33588,0.4522
3417.62164,0.45411
3416.90741,0.45601
3416.19317,0.45786
3415.47893,0.45958
3414.7647,0.4612
3414.05046,0.4628
3413.33622,0.46443
3412.62199,0.46611
3411.90775,0.46785
3411.19351,0.46961
3410.47928,0.47134
3409.76504,0.47301
3409.0508,0.47462
3408.33657,0.47621
3407.62233,0.47783
3406.90809,0.47954
3406.19386,0.48137
3405.47962,0.4832
3404.76539,0.48483
3404.05115,0.48621
3403.33691,0.48745
3402.62268,0.48873
3401.90844,0.49012
3401.1942,0.49157
3400.47997,0.49305
3399.76573,0.49465
3399.05149,0.49634
3398.33726,0.49802
3397.62302,0.49961
3396.90878,0.50112
3396.19455,0.50261
3395.48031,0.50408
3394.76607,0.5055
3394.05184,0.50687
3393.3376,0.50817
3392.62336,0.50944
3391.90913,0.51084
3391.19489,0.51245
3390.48066,0.51416
3389.76642,0.51578
3389.05218,0.51723
3388.33795,0.5186
3387.62371,0.51996
3386.90947,0.52127
3386.19524,0.52248
3385.481,0.52362
3384.76676,0.52472
3384.05253,0.52583
3383.33829,0.527
3382.62405,0.52823
3381.90982,0.5295
3381.19558,0.53074
3380.48134,0.53194
3379.76711,0.53314
3379.05287,0.53434
3378.33863,0.53549
3377.6244,0.53656
3376.91016,0.53757
3376.19593,0.53862
3375.48169,0.53973
3374.76745,0.54084
3374.05322,0.54187
3373.33898,0.5428
3372.62474,0.54364
3371.91051,0.54444
3371.19627,0.5452
3370.48203,0.54593
3369.7678,0.54667
3369.05356,0.54749
3368.33932,0.54848
3367.62509,0.54964
3366.91085,0.55088
3366.19661,0.55201
3365.48238,0.55295
3364.76814,0.55376
3364.05391,0.55451
3363.33967,0.55519
3362.62543,0.55577
3361.9112,0.55637
3361.19696,0.55708
3360.48272,0.55783
3359.76849,0.55852
3359.05425,0.55915
3358.34001,0.5598
3357.62578,0.56047
3356.91154,0.56112
3356.1973,0.56172
3355.48307,0.56226
3354.76883,0.56277
3354.05459,0.56324
3353.34036,0.56367
3352.62612,0.56402
3351.91188,0.56431
3351.19765,0.56461
3350.48341,0.56502
3349.76918,0.56555
3349.05494,0.56615
3348.3407,0.56668
3347.62647,0.56705
3346.91223,0.56727
3346.19799,0.56746
3345.48376,0.56768
3344.76952,0.56793
3344.05528,0.56815
3343.34105,0.5684
3342.62681,0.56875
3341.91257,0.56914
3341.19834,0.56942
3340.4841,0.56951
3339.76986,0.56941
3339.05563,0.5693
3338.34139,0.56938
3337.62715,0.56962
3336.91292,0.56983
3336.19868,0.56986
3335.48445,0.56981
3334.77021,0.56981
3334.05597,0.56984
3333.34174,0.56979
3332.6275,0.56966
3331.91326,0.56952
3331.19903,0.56944
3330.48479,0.56936
3329.77055,0.5692
3329.05632,0.56895
3328.34208,0.56867
3327.62784,0.56839
3326.91361,0.56807
3326.19937,0.56771
3325.48513,0.56742
3324.7709,0.56725
3324.05666,0.56716
3323.34242,0.56703
3322.62819,0.56678
3321.91395,0.5664
3321.19972,0.56596
3320.48548,0.56557
3319.77124,0.56521
3319.05701,0.56478
3318.34277,0.56425
3317.62853,0.5637
3316.9143,0.56325
3316.20006,0.56288
3315.48582,0.56248
3314.77159,0.56201
3314.05735,0.56149
3313.34311,0.56096
3312.62888,0.56045
3311.91464,0.55995
3311.2004,0.5594
3310.48617,0.55872
3309.77193,0.55793
3309.05769,0.55712
3308.34346,0.55631
3307.62922,0.55551
3306.91499,0.55476
3306.20075,0.55414
3305.48651,0.55361
3304.77228,0.55302
3304.05804,0.55236
3303.3438,0.55168
3302.62957,0.55106
3301.91533,0.55046
3301.20109,0.54981
3300.48686,0.54907
3299.77262,0.54831
3299.05838,0.54756
3298.34415,0.54677
3297.62991,0.54585
3296.91567,0.54482
3296.20144,0.54382
3295.4872,0.54291
3294.77296,0.54207
3294.05873,0.54121
3293.34449,0.54026
3292.63026,0.53927
3291.91602,0.53835
3291.20178,0.53754
3290.48755,0.5367
3289.77331,0.53572
3289.05907,0.5346
3288.34484,0.53348
3287.6306,0.53244
3286.91636,0.53142
3286.20213,0.53037
3285.48789,0.52934
3284.77365,0.52837
3284.05942,0.52739
3283.34518,0.52627
3282.63094,0.525
3281.91671,0.52372
3281.20247,0.52255
3280.48823,0.52151
3279.774,0.52051
3279.05976,0.51943
3278.34553,0.51822
3277.63129,0.51695
3276.91705,0.51567
3276.20282,0.51437
3275.48858,0.51304
3274.77434,0.5117
3274.06011,0.5104
3273.34587,0.50913
3272.63163,0.50779
3271.9174,0.50632
3271.20316,0.50482
3270.48892,0.50345
3269.77469,0.50224
3269.06045,0.50105
3268.34621,0.49973
3267.63198,0.4983
3266.91774,0.49686
3266.2035,0.49548
3265.48927,0.49411
3264.77503,0.49271
3264.0608,0.49128
3263.34656,0.4899
3262.63232,0.48855
3261.91809,0.48716
3261.20385,0.48566
3260.48961,0.48409
3259.77538,0.48255
3259.06114,0.48108
3258.3469,0.47959
3257.63267,0.47798
3256.91843,0.47623
3256.20419,0.47451
3255.48996,0.47295
3254.77572,0.47153
3254.06148,0.4701
3253.34725,0.46855
3252.63301,0.46694
3251.91877,0.46537
3251.20454,0.46381
3250.4903,0.46219
3249.77607,0.46043
3249.06183,0.45858
3248.34759,0.45671
3247.63336,0.45491
3246.91912,0.45319
3246.20488,0.45153
3245.49065,0.44993
3244.77641,0.44836
3244.06217,0.44677
3243.34794,0.44514
3242.6337,0.4435
3241.91946,0.44183
3241.20523,0.44009
3240.49099,0.4383
3239.77675,0.43655
3239.06252,0.43488
3238.34828,0.43322
3237.63404,0.43151
3236.91981,0.42977
3236.20557,0.42804
3235.49134,0.42628
3234.7771,0.42442
3234.06286,0.42244
3233.34863,0.42051
3232.63439,0.4188
3231.92015,0.41726
3231.20592,0.41569
3230.49168,0.41398
3229.77744,0.41221
3229.06321,0.41048
3228.34897,0.40877
3227.63473,0.40704
3226.9205,0.40531
3226.20626,0.40358
3225.49202,0.40179
3224.77779,0.39992
3224.06355,0.39802
3223.34931,0.39618
3222.63508,0.39444
3221.92084,0.39276
3221.20661,0.39103
3220.49237,0.38924
3219.77813,0.38744
3219.0639,0.38568
3218.34966,0.38388
3217.63542,0.38201
3216.92119,0.38009
3216.20695,0.37819
3215.49271,0.37636
3214.77848,0.37458
3214.06424,0.37281
3213.35,0.37101
3212.63577,0.36921
3211.92153,0.36743
3211.20729,0.36571
3210.49306,0.36396
3209.77882,0.36212
3209.06458,0.3602
3208.35035,0.35829
3207.63611,0.35645
3206.92188,0.35467
3206.20764,0.35294
3205.4934,0.35128
3204.77917,0.3496
3204.06493,0.34782
3203.35069,0.3459
3202.63646,0.34388
3201.92222,0.34187
3201.20798,0.33998
3200.49375,0.33824
3199.77951,0.33654
3199.06527,0.33479
3198.35104,0.33297
3197.6368,0.33115
3196.92256,0.32939
3196.20833,0.32764
3195.49409,0.32586
3194.77986,0.32405
3194.06562,0.32227
3193.35138,0.32056
3192.63715,0.3189
3191.92291,0.31722
3191.20867,0.31552
3190.49444,0.31377
3189.7802,0.312
3189.06596,0.31022
3188.35173,0.30848
3187.63749,0.30675
3186.92325,0.30498
3186.20902,0.30316
3185.49478,0.30135
3184.78054,0.29958
3184.06631,0.29785
3183.35207,0.29617
3182.63783,0.29453
3181.9236,0.29289
3181.20936,0.29118
3180.49513,0.28937
3179.78089,0.28753
3179.06665,0.28578
3178.35242,0.28417
3177.63818,0.28264
3176.92394,0.28109
3176.20971,0.27946
3175.49547,0.27778
3174.78123,0.27611
3174.067,0.27447
3173.35276,0.27283
3172.63852,0.2712
3171.92429,0.26958
3171.21005,0.26795
3170.49581,0.26635
3169.78158,0.26477
3169.06734,0.2632
3168.3531,0.26159
3167.63887,0.25997
3166.92463,0.25837
3166.2104,0.25683
3165.49616,0.25533
3164.78192,0.25385
3164.06769,0.25239
3163.35345,0.25096
3162.63921,0.24953
3161.92498,0.24812
3161.21074,0.24674
3160.4965,0.24538
3159.78227,0.24398
3159.06803,0.24248
3158.35379,0.2409
3157.63956,0.23929
3156.92532,0.23775
3156.21108,0.23628
3155.49685,0.23485
3154.78261,0.23341
3154.06837,0.23197
3153.35414,0.23057
3152.6399,0.22925
3151.92567,0.22803
3151.21143,0.22689
3150.49719,0.22572
3149.78296,0.22442
3149.06872,0.22299
3148.35448,0.22152
3147.64025,0.22009
3146.92601,0.21873
3146.21177,0.21742
3145.49754,0.21618
3144.7833,0.21496
3144.06906,0.21375
3143.35483,0.21251
3142.64059,0.21125
3141.92635,0.21
3141.21212,0.20877
3140.49788,0.20752
3139.78364,0.20618
3139.06941,0.20483
3138.35517,0.20359
3137.64094,0.20246
3136.9267,0.20137
3136.21246,0.20027
3135.49823,0.19917
3134.78399,0.19802
3134.06975,0.19681
3133.35552,0.19556
3132.64128,0.19434
3131.92704,0.19311
3131.21281,0.19185
3130.49857,0.1906
3129.78433,0.18948
3129.0701,0.18851
3128.35586,0.18761
3127.64162,0.18668
3126.92739,0.18567
3126.21315,0.18463
3125.49891,0.1836
3124.78468,0.18252
3124.07044,0.18138
3123.35621,0.18025
3122.64197,0.17918
3121.92773,0.17814
3121.2135,0.17713
3120.49926,0.17609
3119.78502,0.17503
3119.07079,0.17394
3118.35655,0.17288
3117.64231,0.17187
3116.92808,0.17092
3116.21384,0.16996
3115.4996,0.16897
3114.78537,0.16803
3114.07113,0.16717
3113.35689,0.16638
3112.64266,0.16556
3111.92842,0.16465
3111.21418,0.16369
3110.49995,0.16277
3109.78571,0.16191
3109.07148,0.16107
3108.35724,0.16018
3107.643,0.15929
3106.92877,0.15847
3106.21453,0.15765
3105.50029,0.15677
3104.78606,0.15586
3104.07182,0.15499
3103.35758,0.15417
3102.64335,0.15336
3101.92911,0.15257
3101.21487,0.15179
3100.50064,0.15102
3099.7864,0.15027
3099.07216,0.14956
3098.35793,0.14885
3097.64369,0.14808
3096.92945,0.14721
3096.21522,0.14633
3095.50098,0.14551
3094.78675,0.14481
3094.07251,0.14418
3093.35827,0.14355
3092.64404,0.14286
3091.9298,0.14215
3091.21556,0.14149
3090.50133,0.14086
