cm,abs
3881.87537,0.02212
3881.16113,0.02183
3880.44689,0.02164
3879.73266,0.02182
3879.01842,0.02228
3878.30418,0.0227
3877.58995,0.0229
3876.87571,0.0229
3876.16147,0.0227
3875.44724,0.02228
3874.733,0.02182
3874.01876,0.02158
3873.30453,0.02164
3872.59029,0.02177
3871.87606,0.02164
3871.16182,0.0211
3870.44758,0.0204
3869.73335,0.02013
3869.01911,0.02054
3868.30487,0.02125
3867.59064,0.02174
3866.8764,0.02178
3866.16216,0.02138
3865.44793,0.02087
3864.73369,0.02071
3864.01945,0.02102
3863.30522,0.02144
3862.59098,0.02162
3861.87674,0.02167
3861.16251,0.02186
3860.44827,0.0222
3859.73403,0.02244
3859.0198,0.02244
3858.30556,0.02224
3857.59133,0.02198
3856.87709,0.02173
3856.16285,0.02124
3855.44862,0.02013
3854.73438,0.01854
3854.02014,0.01739
3853.30591,0.01738
3852.59167,0.01822
3851.87743,0.01936
3851.1632,0.02052
3850.44896,0.02146
3849.73472,0.022
3849.02049,0.02227
3848.30625,0.02244
3847.59201,0.02257
3846.87778,0.0226
3846.16354,0.02254
3845.4493,0.02233
3844.73507,0.02196
3844.02083,0.02159
3843.3066,0.02147
3842.59236,0.02159
3841.87812,0.02169
3841.16389,0.0216
3840.44965,0.02139
3839.73541,0.02104
3839.02118,0.02043
3838.30694,0.01983
3837.5927,0.01983
3836.87847,0.02048
3836.16423,0.02113
3835.44999,0.02137
3834.73576,0.02141
3834.02152,0.02149
3833.30728,0.02147
3832.59305,0.02124
3831.87881,0.02107
3831.16457,0.02132
3830.45034,0.0219
3829.7361,0.02242
3829.02187,0.02259
3828.30763,0.02242
3827.59339,0.02217
3826.87916,0.02204
3826.16492,0.02207
3825.45068,0.02213
3824.73645,0.02213
3824.02221,0.022
3823.30797,0.02162
3822.59374,0.02091
3821.8795,0.02008
3821.16526,0.01968
3820.45103,0.02003
3819.73679,0.02082
3819.02255,0.02154
3818.30832,0.02176
3817.59408,0.02133
3816.87984,0.02048
3816.16561,0.01995
3815.45137,0.0203
3814.73714,0.0212
3814.0229,0.02189
3813.30866,0.02212
3812.59443,0.02215
3811.88019,0.02217
3811.16595,0.02218
3810.45172,0.02216
3809.73748,0.02209
3809.02324,0.02184
3808.30901,0.02126
3807.59477,0.02045
3806.88053,0.01993
3806.1663,0.02012
3805.45206,0.02076
3804.73782,0.02132
3804.02359,0.02151
3803.30935,0.02121
3802.59511,0.0204
3801.88088,0.01946
3801.16664,0.01918
3800.45241,0.01987
3799.73817,0.02096
3799.02393,0.02172
3798.3097,0.0219
3797.59546,0.02166
3796.88122,0.02127
3796.16699,0.02108
3795.45275,0.02127
3794.73851,0.02167
3794.02428,0.02201
3793.31004,0.02217
3792.5958,0.02224
3791.88157,0.02227
3791.16733,0.02226
3790.45309,0.02219
3789.73886,0.02211
3789.02462,0.02209
3788.31038,0.02216
3787.59615,0.02226
3786.88191,0.02231
3786.16768,0.0222
3785.45344,0.02195
3784.7392,0.02171
3784.02497,0.02164
3783.31073,0.02174
3782.59649,0.02189
3781.88226,0.02198
3781.16802,0.02193
3780.45378,0.02169
3779.73955,0.02141
3779.02531,0.02136
3778.31107,0.02161
3777.59684,0.02194
3776.8826,0.02212
3776.16836,0.02215
3775.45413,0.02218
3774.73989,0.02229
3774.02565,0.02248
3773.31142,0.02265
3772.59718,0.02264
3771.88295,0.02235
3771.16871,0.02179
3770.45447,0.02115
3769.74024,0.02075
3769.026,0.02067
3768.31176,0.02078
3767.59753,0.02088
3766.88329,0.02091
3766.16905,0.02094
3765.45482,0.02109
3764.74058,0.02141
3764.02634,0.02174
3763.31211,0.02188
3762.59787,0.0218
3761.88363,0.02157
3761.1694,0.02124
3760.45516,0.02087
3759.74092,0.02064
3759.02669,0.0207
3758.31245,0.0209
3757.59822,0.02101
3756.88398,0.021
3756.16974,0.02107
3755.45551,0.0213
3754.74127,0.02145
3754.02703,0.02113
3753.3128,0.02026
3752.59856,0.01932
3751.88432,0.019
3751.17009,0.01921
3750.45585,0.01922
3749.74161,0.01891
3749.02738,0.019
3748.31314,0.01983
3747.5989,0.02078
3746.88467,0.02104
3746.17043,0.02024
3745.45619,0.01865
3744.74196,0.01736
3744.02772,0.0176
3743.31349,0.01912
3742.59925,0.02061
3741.88501,0.02139
3741.17078,0.02162
3740.45654,0.02164
3739.7423,0.02157
3739.02807,0.02136
3738.31383,0.02095
3737.59959,0.02039
3736.88536,0.01988
3736.17112,0.0196
3735.45688,0.01958
3734.74265,0.01977
3734.02841,0.01999
3733.31417,0.01995
3732.59994,0.01963
3731.8857,0.01947
3731.17146,0.01984
3730.45723,0.02053
3729.74299,0.02106
3729.02876,0.0212
3728.31452,0.02102
3727.60028,0.0207
3726.88605,0.02045
3726.17181,0.02046
3725.45757,0.02072
3724.74334,0.02097
3724.0291,0.02097
3723.31486,0.0207
3722.60063,0.0204
3721.88639,0.02036
3721.17215,0.02057
3720.45792,0.02081
3719.74368,0.0209
3719.02944,0.02095
3718.31521,0.0211
3717.60097,0.02135
3716.88673,0.02152
3716.1725,0.02149
3715.45826,0.02135
3714.74403,0.02116
3714.02979,0.02079
3713.31555,0.02004
3712.60132,0.01919
3711.88708,0.01885
3711.17284,0.0192
3710.45861,0.01972
3709.74437,0.02005
3709.03013,0.02029
3708.3159,0.02061
3707.60166,0.02092
3706.88742,0.02108
3706.17319,0.02112
3705.45895,0.02113
3704.74471,0.02113
3704.03048,0.02108
3703.31624,0.02091
3702.60201,0.02068
3701.88777,0.02059
3701.17353,0.0208
3700.4593,0.02117
3699.74506,0.02145
3699.03082,0.02151
3698.31659,0.02143
3697.60235,0.02127
3696.88811,0.02109
3696.17388,0.02093
3695.45964,0.02082
3694.7454,0.02079
3694.03117,0.02077
3693.31693,0.02065
3692.60269,0.02037
3691.88846,0.02009
3691.17422,0.02
3690.45998,0.01996
3689.74575,0.01957
3689.03151,0.01884
3688.31728,0.01847
3687.60304,0.01895
3686.8888,0.01986
3686.17457,0.02058
3685.46033,0.02092
3684.74609,0.021
3684.03186,0.02092
3683.31762,0.02075
3682.60338,0.02058
3681.88915,0.02043
3681.17491,0.02028
3680.46067,0.02017
3679.74644,0.02018
3679.0322,0.02027
3678.31796,0.02024
3677.60373,0.01984
3676.88949,0.01902
3676.17525,0.01814
3675.46102,0.01782
3674.74678,0.01835
3674.03255,0.01931
3673.31831,0.02006
3672.60407,0.02017
3671.88984,0.01963
3671.1756,0.01886
3670.46136,0.01846
3669.74713,0.01866
3669.03289,0.01917
3668.31865,0.01974
3667.60442,0.02027
3666.89018,0.02067
3666.17594,0.02082
3665.46171,0.02075
3664.74747,0.02063
3664.03323,0.02061
3663.319,0.02074
3662.60476,0.02091
3661.89052,0.02105
3661.17629,0.02116
3660.46205,0.02122
3659.74782,0.02121
3659.03358,0.02113
3658.31934,0.02093
3657.60511,0.0205
3656.89087,0.0199
3656.17663,0.0195
3655.4624,0.01957
3654.74816,0.01997
3654.03392,0.02037
3653.31969,0.0205
3652.60545,0.02022
3651.89121,0.01959
3651.17698,0.01886
3650.46274,0.01827
3649.7485,0.01796
3649.03427,0.01795
3648.32003,0.01822
3647.60579,0.01865
3646.89156,0.01917
3646.17732,0.01972
3645.46309,0.02019
3644.74885,0.02048
3644.03461,0.02059
3643.32038,0.02059
3642.60614,0.02057
3641.8919,0.02055
3641.17767,0.02052
3640.46343,0.0205
3639.74919,0.02049
3639.03496,0.0205
3638.32072,0.02047
3637.60648,0.02043
3636.89225,0.02043
3636.17801,0.02036
3635.46377,0.02018
3634.74954,0.01998
3634.0353,0.01992
3633.32106,0.02004
3632.60683,0.02017
3631.89259,0.02012
3631.17836,0.01969
3630.46412,0.01888
3629.74988,0.01799
3629.03565,0.01758
3628.32141,0.01791
3627.60717,0.0187
3626.89294,0.01945
3626.1787,0.01989
3625.46446,0.01998
3624.75023,0.01987
3624.03599,0.01978
3623.32175,0.01983
3622.60752,0.01997
3621.89328,0.01998
3621.17904,0.01969
3620.46481,0.0192
3619.75057,0.01882
3619.03633,0.01873
3618.3221,0.0189
3617.60786,0.01922
3616.89363,0.01961
3616.17939,0.01994
3615.46515,0.02009
3614.75092,0.02006
3614.03668,0.01991
3613.32244,0.01967
3612.60821,0.01949
3611.89397,0.01953
3611.17973,0.01971
3610.4655,0.0197
3609.75126,0.01942
3609.03702,0.01912
3608.32279,0.01906
3607.60855,0.01918
3606.89431,0.01935
3606.18008,0.01954
3605.46584,0.01975
3604.7516,0.01991
3604.03737,0.02
3603.32313,0.02011
3602.6089,0.02029
3601.89466,0.02048
3601.18042,0.02057
3600.46619,0.02057
3599.75195,0.02053
3599.03771,0.02045
3598.32348,0.02036
3597.60924,0.02029
3596.895,0.0202
3596.18077,0.02008
3595.46653,0.01999
3594.75229,0.01997
3594.03806,0.01998
3593.32382,0.02005
3592.60958,0.02021
3591.89535,0.02041
3591.18111,0.0205
3590.46687,0.02039
3589.75264,0.02012
3589.0384,0.01981
3588.32417,0.01959
3587.60993,0.01952
3586.89569,0.01961
3586.18146,0.01984
3585.46722,0.02012
3584.75298,0.02029
3584.03875,0.02031
3583.32451,0.02028
3582.61027,0.02028
3581.89604,0.02029
3581.1818,0.02029
3580.46756,0.02027
3579.75333,0.02022
3579.03909,0.0202
3578.32485,0.02027
3577.61062,0.02041
3576.89638,0.02052
3576.18214,0.02056
3575.46791,0.02053
3574.75367,0.02047
3574.03944,0.02041
3573.3252,0.02041
3572.61096,0.02049
3571.89673,0.02056
3571.18249,0.02053
3570.46825,0.0204
3569.75402,0.02026
3569.03978,0.02012
3568.32554,0.01997
3567.61131,0.01983
3566.89707,0.01976
3566.18283,0.01983
3565.4686,0.0201
3564.75436,0.02053
3564.04012,0.0209
3563.32589,0.02104
3562.61165,0.02099
3561.89741,0.02092
3561.18318,0.02094
3560.46894,0.021
3559.75471,0.02101
3559.04047,0.02098
3558.32623,0.02097
3557.612,0.02105
3556.89776,0.02121
3556.18352,0.02134
3555.46929,0.02129
3554.75505,0.02109
3554.04081,0.02088
3553.32658,0.02076
3552.61234,0.02071
3551.8981,0.02069
3551.18387,0.02074
3550.46963,0.02087
3549.75539,0.02101
3549.04116,0.02106
3548.32692,0.02101
3547.61268,0.02094
3546.89845,0.0209
3546.18421,0.0209
3545.46998,0.02094
3544.75574,0.02103
3544.0415,0.02107
3543.32727,0.02098
3542.61303,0.02085
3541.89879,0.02079
3541.18456,0.02084
3540.47032,0.02094
3539.75608,0.02107
3539.04185,0.02123
3538.32761,0.02138
3537.61337,0.02139
3536.89914,0.02128
3536.1849,0.02118
3535.47066,0.02118
3534.75643,0.02125
3534.04219,0.02129
3533.32796,0.02125
3532.61372,0.02119
3531.89948,0.02119
3531.18525,0.02123
3530.47101,0.02126
3529.75677,0.02127
3529.04254,0.02127
3528.3283,0.02125
3527.61406,0.02118
3526.89983,0.02113
3526.18559,0.02117
3525.47135,0.02129
3524.75712,0.0214
3524.04288,0.0214
3523.32864,0.02132
3522.61441,0.02125
3521.90017,0.02128
3521.18593,0.02143
3520.4717,0.02162
3519.75746,0.02173
3519.04323,0.02167
3518.32899,0.02151
3517.61475,0.02139
3516.90052,0.02138
3516.18628,0.02142
3515.47204,0.02144
3514.75781,0.02143
3514.04357,0.0214
3513.32933,0.02135
3512.6151,0.02132
3511.90086,0.02132
3511.18662,0.02134
3510.47239,0.02134
3509.75815,0.02131
3509.04391,0.02129
3508.32968,0.02132
3507.61544,0.02137
3506.9012,0.02143
3506.18697,0.02147
3505.47273,0.02146
3504.7585,0.02135
3504.04426,0.02116
3503.33002,0.02102
3502.61579,0.02102
3501.90155,0.02114
3501.18731,0.0213
3500.47308,0.02144
3499.75884,0.02156
3499.0446,0.02165
3498.33037,0.02172
3497.61613,0.02174
3496.90189,0.02171
3496.18766,0.02163
3495.47342,0.02154
3494.75918,0.02146
3494.04495,0.0214
3493.33071,0.02136
3492.61647,0.02137
3491.90224,0.02142
3491.188,0.0215
3490.47377,0.0216
3489.75953,0.02167
3489.04529,0.02164
3488.33106,0.02151
3487.61682,0.02142
3486.90258,0.0215
3486.18835,0.02168
3485.47411,0.02179
3484.75987,0.02175
3484.04564,0.02164
3483.3314,0.02162
3482.61716,0.02172
3481.90293,0.02188
3481.18869,0.02195
3480.47445,0.02183
3479.76022,0.02163
3479.04598,0.02155
3478.33174,0.02166
3477.61751,0.02187
3476.90327,0.02202
3476.18904,0.02205
3475.4748,0.02199
3474.76056,0.02194
3474.04633,0.02194
3473.33209,0.02196
3472.61785,0.02194
3471.90362,0.02191
3471.18938,0.02199
3470.47514,0.02216
3469.76091,0.02224
3469.04667,0.02212
3468.33243,0.02192
3467.6182,0.02182
3466.90396,0.02191
3466.18972,0.02206
3465.47549,0.02213
3464.76125,0.02209
3464.04701,0.02198
3463.33278,0.02189
3462.61854,0.02183
3461.90431,0.0218
3461.19007,0.02179
3460.47583,0.02182
3459.7616,0.02188
3459.04736,0.02196
3458.33312,0.02201
3457.61889,0.02203
3456.90465,0.02202
3456.19041,0.02202
3455.47618,0.02203
3454.76194,0.02204
3454.0477,0.02206
3453.33347,0.02208
3452.61923,0.02207
3451.90499,0.02203
3451.19076,0.02202
3450.47652,0.02206
3449.76228,0.02215
3449.04805,0.02222
3448.33381,0.02222
3447.61958,0.02211
3446.90534,0.02193
3446.1911,0.02177
3445.47687,0.02169
3444.76263,0.0217
3444.04839,0.02177
3443.33416,0.02185
3442.61992,0.02192
3441.90568,0.02197
3441.19145,0.02196
3440.47721,0.02194
3439.76297,0.02194
3439.04874,0.02197
3438.3345,0.02199
3437.62026,0.02202
3436.90603,0.0221
3436.19179,0.02218
3435.47755,0.02223
3434.76332,0.02221
3434.04908,0.02219
3433.33485,0.02221
3432.62061,0.02224
3431.90637,0.02224
3431.19214,0.0222
3430.4779,0.02217
3429.76366,0.02218
3429.04943,0.02216
3428.33519,0.02209
3427.62095,0.02199
3426.90672,0.02191
3426.19248,0.02189
3425.47824,0.02189
3424.76401,0.02188
3424.04977,0.02188
3423.33553,0.02191
3422.6213,0.02196
3421.90706,0.02194
3421.19282,0.02185
3420.47859,0.02181
3419.76435,0.02185
3419.05012,0.02189
3418.33588,0.02183
3417.62164,0.02176
3416.90741,0.0218
3416.19317,0.02192
3415.47893,0.02198
3414.7647,0.02191
3414.05046,0.02183
3413.33622,0.0219
3412.62199,0.0221
3411.90775,0.02228
3411.19351,0.02232
3410.47928,0.02224
3409.76504,0.02216
3409.0508,0.02211
3408.33657,0.02208
3407.62233,0.02208
3406.90809,0.02212
3406.19386,0.02218
3405.47962,0.02221
3404.76539,0.02219
3404.05115,0.02213
3403.33691,0.02208
3402.62268,0.0221
3401.90844,0.02218
3401.1942,0.02228
3400.47997,0.02235
3399.76573,0.02239
3399.05149,0.02241
3398.33726,0.02241
3397.62302,0.02241
3396.90878,0.02242
3396.19455,0.0224
3395.48031,0.02237
3394.76607,0.02234
3394.05184,0.0223
3393.3376,0.02231
3392.62336,0.02243
3391.90913,0.02261
3391.19489,0.02275
3390.48066,0.02284
3389.76642,0.02289
3389.05218,0.0229
3388.33795,0.02286
3387.62371,0.02281
3386.90947,0.0228
3386.19524,0.0228
3385.481,0.02274
3384.76676,0.02265
3384.05253,0.02257
3383.33829,0.02255
3382.62405,0.02258
3381.90982,0.02266
3381.19558,0.02272
3380.48134,0.02269
3379.76711,0.02258
3379.05287,0.02249
3378.33863,0.02245
3377.6244,0.02245
3376.91016,0.02247
3376.19593,0.02253
3375.48169,0.02263
3374.76745,0.02273
3374.05322,0.02277
3373.33898,0.02279
3372.62474,0.02277
3371.91051,0.02275
3371.19627,0.02277
3370.48203,0.02284
3369.7678,0.02284
3369.05356,0.02271
3368.33932,0.02255
3367.62509,0.02247
3366.91085,0.02248
3366.19661,0.02252
3365.48238,0.02252
3364.76814,0.02247
3364.05391,0.02238
3363.33967,0.02226
3362.62543,0.02218
3361.9112,0.02218
3361.19696,0.02224
3360.48272,0.0223
3359.76849,0.02232
3359.05425,0.02233
3358.34001,0.02238
3357.62578,0.02246
3356.91154,0.02249
3356.1973,0.02245
3355.48307,0.0224
3354.76883,0.02237
3354.05459,0.02236
3353.34036,0.02235
3352.62612,0.02237
3351.91188,0.0224
3351.19765,0.02243
3350.48341,0.02246
3349.76918,0.0225
3349.05494,0.02256
3348.3407,0.02261
3347.62647,0.02259
3346.91223,0.02246
3346.19799,0.02231
3345.48376,0.02223
3344.76952,0.02227
3344.05528,0.02238
3343.34105,0.0225
3342.62681,0.0226
3341.91257,0.02267
3341.19834,0.02271
3340.4841,0.0227
3339.76986,0.02262
3339.05563,0.02248
3338.34139,0.02236
3337.62715,0.02233
3336.91292,0.02236
3336.19868,0.0224
3335.48445,0.02239
3334.77021,0.02236
3334.05597,0.02236
3333.34174,0.02241
3332.6275,0.02247
3331.91326,0.0225
3331.19903,0.0225
3330.48479,0.02248
3329.77055,0.02245
3329.05632,0.02239
3328.34208,0.02232
3327.62784,0.02227
3326.91361,0.02222
3326.19937,0.02221
3325.48513,0.02226
3324.7709,0.02238
3324.05666,0.02252
3323.34242,0.0226
3322.62819,0.02259
3321.91395,0.02251
3321.19972,0.02241
3320.48548,0.02234
3319.77124,0.02231
3319.05701,0.0223
3318.34277,0.02228
3317.62853,0.02227
3316.9143,0.02228
3316.20006,0.0223
3315.48582,0.02229
3314.77159,0.02226
3314.05735,0.02226
3313.34311,0.02231
3312.62888,0.02235
3311.91464,0.02232
3311.2004,0.02221
3310.48617,0.02211
3309.77193,0.02205
3309.05769,0.02209
3308.34346,0.0222
3307.62922,0.02243
3306.91499,0.02273
3306.20075,0.02297
3305.48651,0.02302
3304.77228,0.02288
3304.05804,0.02265
3303.3438,0.02245
3302.62957,0.02239
3301.91533,0.02245
3301.20109,0.02257
3300.48686,0.02267
3299.77262,0.02275
3299.05838,0.02284
3298.34415,0.02293
3297.62991,0.02301
3296.91567,0.02307
3296.20144,0.02313
3295.4872,0.02322
3294.77296,0.02331
3294.05873,0.0234
3293.34449,0.02354
3292.63026,0.02375
3291.91602,0.02394
3291.20178,0.02399
3290.48755,0.0239
3289.77331,0.02371
3289.05907,0.0235
3288.34484,0.02337
3287.6306,0.02336
3286.91636,0.02344
3286.20213,0.02354
3285.48789,0.02359
3284.77365,0.02357
3284.05942,0.02346
3283.34518,0.02331
3282.63094,0.02316
3281.91671,0.02307
3281.20247,0.02305
3280.48823,0.02306
3279.774,0.02307
3279.05976,0.02306
3278.34553,0.02303
3277.63129,0.02302
3276.91705,0.02304
3276.20282,0.02308
3275.48858,0.02309
3274.77434,0.02304
3274.06011,0.02292
3273.34587,0.02287
3272.63163,0.02293
3271.9174,0.02303
3271.20316,0.02303
3270.48892,0.02291
3269.77469,0.02277
3269.06045,0.02264
3268.34621,0.02254
3267.63198,0.02248
3266.91774,0.02245
3266.2035,0.02244
3265.48927,0.02242
3264.77503,0.02239
3264.0608,0.02235
3263.34656,0.02229
3262.63232,0.02225
3261.91809,0.02226
3261.20385,0.02229
3260.48961,0.02228
3259.77538,0.02224
3259.06114,0.02224
3258.3469,0.02229
3257.63267,0.02233
3256.91843,0.02234
3256.20419,0.02233
3255.48996,0.02232
3254.77572,0.02231
3254.06148,0.02227
3253.34725,0.0222
3252.63301,0.02215
3251.91877,0.02213
3251.20454,0.02211
3250.4903,0.02207
3249.77607,0.022
3249.06183,0.02191
3248.34759,0.02183
3247.63336,0.02177
3246.91912,0.02172
3246.20488,0.02169
3245.49065,0.02168
3244.77641,0.02168
3244.06217,0.02171
3243.34794,0.02177
3242.6337,0.02188
3241.91946,0.02199
3241.20523,0.02198
3240.49099,0.02185
3239.77675,0.02172
3239.06252,0.0217
3238.34828,0.02178
3237.63404,0.02185
3236.91981,0.02184
3236.20557,0.02177
3235.49134,0.02173
3234.7771,0.02175
3234.06286,0.02182
3233.34863,0.02188
3232.63439,0.02194
3231.92015,0.02199
3231.20592,0.02199
3230.49168,0.02194
3229.77744,0.0219
3229.06321,0.02191
3228.34897,0.02194
3227.63473,0.02192
3226.9205,0.02186
3226.20626,0.02183
3225.49202,0.02187
3224.77779,0.02193
3224.06355,0.02193
3223.34931,0.02189
3222.63508,0.02189
3221.92084,0.02196
3221.20661,0.02205
3220.49237,0.02211
3219.77813,0.02216
3219.0639,0.0222
3218.34966,0.02226
3217.63542,0.02231
3216.92119,0.0223
3216.20695,0.02218
3215.49271,0.02203
3214.77848,0.02193
3214.06424,0.02195
3213.35,0.02205
3212.63577,0.02215
3211.92153,0.02221
3211.20729,0.02223
3210.49306,0.02221
3209.77882,0.02217
3209.06458,0.02212
3208.35035,0.0221
3207.63611,0.02211
3206.92188,0.02214
3206.20764,0.02217
3205.4934,0.0222
3204.77917,0.02223
3204.06493,0.02223
3203.35069,0.02218
3202.63646,0.02211
3201.92222,0.02203
3201.20798,0.02201
3200.49375,0.02206
3199.77951,0.02215
3199.06527,0.02218
3198.35104,0.02214
3197.6368,0.02205
3196.92256,0.02197
3196.20833,0.02194
3195.49409,0.02192
3194.77986,0.02189
3194.06562,0.02184
3193.35138,0.02184
3192.63715,0.02189
3191.92291,0.02199
3191.20867,0.02207
3190.49444,0.02211
3189.7802,0.0221
3189.06596,0.02208
3188.35173,0.02207
3187.63749,0.02206
3186.92325,0.02202
3186.20902,0.02196
3185.49478,0.02192
3184.78054,0.02191
3184.06631,0.02193
3183.35207,0.02196
3182.63783,0.02195
3181.9236,0.02188
3181.20936,0.02179
3180.49513,0.02171
3179.78089,0.02169
3179.06665,0.02169
3178.35242,0.0217
3177.63818,0.0217
3176.92394,0.0217
3176.20971,0.02171
3175.49547,0.02172
3174.78123,0.02171
3174.067,0.02165
3173.35276,0.02161
3172.63852,0.02161
3171.92429,0.0216
3171.21005,0.02152
3170.49581,0.02143
3169.78158,0.02143
3169.06734,0.02152
3168.3531,0.0216
3167.63887,0.02159
3166.92463,0.02153
3166.2104,0.02147
3165.49616,0.02143
3164.78192,0.0214
3164.06769,0.02139
3163.35345,0.02138
3162.63921,0.02136
3161.92498,0.02133
3161.21074,0.02133
3160.4965,0.02135
3159.78227,0.02137
3159.06803,0.02135
3158.35379,0.0213
3157.63956,0.02123
3156.92532,0.02118
3156.21108,0.02118
3155.49685,0.0212
3154.78261,0.02124
3154.06837,0.02132
3153.35414,0.0214
3152.6399,0.02145
3151.92567,0.02148
3151.21143,0.02153
3150.49719,0.02161
3149.78296,0.02166
3149.06872,0.02159
3148.35448,0.02145
3147.64025,0.02135
3146.92601,0.02133
3146.21177,0.02138
3145.49754,0.02144
3144.7833,0.02149
3144.06906,0.02155
3143.35483,0.0216
3142.64059,0.02162
3141.92635,0.02163
3141.21212,0.02167
3140.49788,0.02169
3139.78364,0.0216
3139.06941,0.02144
3138.35517,0.02132
3137.64094,0.02135
3136.9267,0.02149
3136.21246,0.02164
3135.49823,0.0217
3134.78399,0.02164
3134.06975,0.02153
3133.35552,0.02148
3132.64128,0.02147
3131.92704,0.02145
3131.21281,0.02139
3130.49857,0.02132
3129.78433,0.02131
3129.0701,0.02139
3128.35586,0.0215
3127.64162,0.02155
3126.92739,0.02155
3126.21315,0.02156
3125.49891,0.0216
3124.78468,0.02162
3124.07044,0.02156
3123.35621,0.02148
3122.64197,0.02146
3121.92773,0.02157
3121.2135,0.02171
3120.49926,0.02174
3119.78502,0.02161
3119.07079,0.02145
3118.35655,0.0214
3117.64231,0.02152
3116.92808,0.02168
3116.21384,0.0218
3115.4996,0.02182
3114.78537,0.0218
3114.07113,0.02178
3113.35689,0.02182
3112.64266,0.02188
3111.92842,0.0219
3111.21418,0.0219
3110.49995,0.02195
3109.78571,0.0221
3109.07148,0.02224
3108.35724,0.02225
3107.643,0.02215
3106.92877,0.02207
3106.21453,0.02208
3105.50029,0.02215
3104.78606,0.02223
3104.07182,0.02232
3103.35758,0.02245
3102.64335,0.02257
3101.92911,0.02263
3101.21487,0.02262
3100.50064,0.02257
3099.7864,0.02255
3099.07216,0.0226
3098.35793,0.02271
3097.64369,0.02282
3096.92945,0.02285
3096.21522,0.0228
3095.50098,0.02274
3094.78675,0.02277
3094.07251,0.02292
3093.35827,0.02314
3092.64404,0.02333
3091.9298,0.02347
3091.21556,0.02358
3090.50133,0.02366
